word;transcription;translation;class
revolution;[͵revəʹlu:ʃ(ə)n];революция;noun
reward;[rıʹwɔ:d];награда;noun
reward;[rıʹwɔ:d];вознаградить;verb
rhythm;[ʹrıð(ə)m];ритм;noun
rid;[rıd];избавить;verb
ridiculous;[rıʹdıkjʋləs];смешной;adjective
risky;[ʹrıskı];рискованный;adjective
rival;[ʹraıv(ə)l];конкурирующий;adjective
rival;[ʹraıv(ə)l];соперник;noun
rob;[rɒb];ограбить;verb
robbery;[ʹrɒb(ə)rı];ограбление;noun
rocket;[ʹrɒkıt];ракета;noun
romance;[rə(ʋ)ʹmæns];роман;noun
root;[ru:t];корень;noun
rose;[rəʋz];роза;noun
roughly;[ʹrʌflı];примерно;adverb
round;[raʋnd];раунд;noun
routine;[ru:ʹti:n];рутинный;adjective
rub;[rʌb];потереть;verb
rubber;[ʹrʌbə];резиновый;adjective
rubber;[ʹrʌbə];резина;noun
ruin;[ʹru:ın];руина;noun
ruin;[ʹru:ın];испортить;verb
rural;[ʹrʋ(ə)rəl];сельский;adjective
rush;[rʌʃ];спешка;noun
rush;[rʌʃ];спешить;verb
sample;[ʹsɑ:mp(ə)l];попробовать;verb
satellite;[ʹsæt(ı)laıt];спутник;noun
satisfaction;[͵sætısʹfækʃ(ə)n];удовлетворение;noun
satisfied;[ʹsætısfaıd];удовлетворенный;adjective
satisfy;[ʹsætısfaı];удовлетворить;verb
saving;[ʹseıvıŋ];спасение;noun
scale;[skeıl];масштаб;noun
scandal;[ʹskændl];скандал;noun
scare;[skeə];страх;noun
scare;[skeə];пугать;verb
scenario;[sıʹnɑ:rıəʋ];сценарий;noun
schedule;[ʹʃedju:l];запланировать;verb
scheme;[ski:m];схема;noun
scholar;[ʹskɒlə];ученый;noun
scholarship;[ʹskɒləʃıp];стипендия;noun
scratch;[skrætʃ];царапина;noun
scratch;[skrætʃ];поцарапать;verb
scream;[skri:m];крик;noun
scream;[skri:m];кричать;verb
screen;[skri:n];проверять;verb
screening;[ʹskri:nıŋ];скрининг;noun
seat;[si:t];садиться;verb
sector;[ʹsektə];сектор;noun
secure;[sıʹkjʋə];безопасный;adjective
secure;[sıʹkjʋə];защитить;verb
seek;[si:k];искать;verb
seeker;[ʹsi:kə];искатель;noun
select;[sıʹlekt];выбрать;verb
selection;[sıʹlekʃ(ə)n];выбор;noun
self;[self];себя;noun
seminar;[ʹsemınɑ:];семинар;noun
senior;[ʹsi:nıə];старший;adjective
sense;[sens];чувствовать;verb
sensitive;[ʹsensıtıv];чувствительный;adjective
sentence;[ʹsentəns];приговорить;verb
sequence;[ʹsi:kwəns];последовательность;noun
session;[ʹseʃ(ə)n];сессия;noun
settle;[ʹsetl];урегулировать;verb
settler;[ʹsetlə];поселенец;noun
severe;[sıʹvıə];тяжелый;adjective
severely;[sıʹvıəlı];серьезно;adverb
sexy;[ʹseksı];сексуальный;adjective
shade;[ʃeıd];тень;noun
shadow;[ʹʃædəʋ];тень;noun
shallow;[ʹʃæləʋ];мелкий;adjective
shame;[ʃeım];стыд;noun
shape;[ʃeıp];формировать;verb
shaped;[ʃeıpt];сформированный;adjective
shelter;[ʹʃeltə];жилье;noun
shelter;[ʹʃeltə];укрыться;verb
shift;[ʃıft];изменить;verb
ship;[ʃıp];отправить;verb
shock;[ʃɒk];шок;noun
shock;[ʃɒk];шокировать;verb
shocked;[ʃɒkt];шокированный;adjective
shocking;[ʹʃɒkıŋ];шокирующий;adjective
shooting;[ʹʃu:tıŋ];стрельба;noun
shore;[ʃɔ:];берег;noun
short-term;[ʃɔ:t]-[tɜ:m];краткосрочный;adjective
shortage;[ʹʃɔ:tıdʒ];нехватка;noun
shortly;[ʹʃɔ:tlı];вскоре;adverb
shot;[ʃɒt];выстрел;noun
sibling;[ʹsıblıŋ];брат;noun
signature;[ʹsıgnɒtʃə];подпись;noun
significance;[sıgʹnıfıkəns];значение;noun
significant;[sıgʹnıfıkənt];значительный;adjective
significantly;[sig'nifikəntli];значительно;adverb
silence;[ʹsaıləns];молчание;noun
silk;[sılk];шелк;noun
sincere;[sınʹsıə];искренний;adjective
skilled;[skıld];квалифицированный;adjective
skull;[skʌl];череп;noun
slave;[sleıv];раб;noun
slide;[slaıd];слайд;noun
slide;[slaıd];скользить;verb
slight;[slaıt];небольшой;adjective
slip;[slıp];проскользнуть;verb
slogan;[ʹsləʋgən];лозунг;noun
slope;[sləʋp];склон;noun
slope;[sləʋp];клониться;verb
so-called;[səʋ]-called;так называемый;adjective
solar;[ʹsəʋlə];солнечный;adjective
somehow;[ʹsʌmhaʋ];как-то;adverb
sometime;[ʹsʌmtaım];где-то;adverb
somewhat;[ʹsʌmwɒt];несколько;adverb
sophisticated;[səʹfıstıkeıtıd];сложный;adjective
soul;[səʋl];душа;noun
spare;[speə];запасной;adjective
specialist;[ʹspeʃ(ə)lıst];специализированный;adjective
specialist;[ʹspeʃ(ə)lıst];специалист;noun
specialize;[ʹspeʃəlaız];специализироваться;verb
species;[ʹspi:ʃi:z];виды;noun
specify;[ʹspesıfaı];указать;verb
spectacular;[spekʹtækjʋlə];впечатляющий;adjective
spectator;[spekʹteıtə];зритель;noun
speculate;[ʹspekjʋleıt];спекулировать;verb
speculation;[͵spekjʋʹleıʃ(ə)n];спекуляция;noun
speed;[spi:d];ускорять;verb
spice;[spaıs];специя;noun
spill;[spıl];пролить;verb
spiritual;[ʹspırıtʃʋəl];духовный;adjective
spite;[spaıt];злоба;noun
split;[splıt];раскол;noun
split;[splıt];разделить;verb
spoil;[spɔıl];испортить;verb
spokesman;[ʹspəʋksmən];представитель;noun
spokesperson;[ʹspəʋks͵pɜ:s(ə)n];представитель;noun
spokeswoman;[ʹspəʋks͵wʋmən];пресс-секретарь;noun
sponsor;[ʹspɒnsə];спонсор;noun
sponsor;[ʹspɒnsə];спонсировать;verb
sponsorship;[ʹspɒnsəʃıp];спонсорство;noun
sporting;[ʹspɔ:tıŋ];спортивный;adjective
spot;[spɒt];обнаружить;verb
spread;[spred];распространение;noun
spring;[sprıŋ];проистекать;verb
stable;[ʹsteıb(ə)l];стабильный;adjective
stage;[steıdʒ];устроить;verb
stall;[stɔ:l];кабинка;noun
stance;[stɑ:ns];позиция;noun
stand;[stænd];стенд;noun
stare;[steə];смотреть;verb
starve;[stɑ:v];голодать;verb
status;[ʹsteıtəs];статус;noun
steadily;[ʹstedɪlɪ];неуклонно;adverb
steady;[ʹstedı];устойчивый;adjective
steam;[sti:m];пар;noun
steel;[sti:l];сталь;noun
steep;[sti:p];крутой;adjective
step;[step];выйти;verb
sticky;[ʹstıkı];липкий;adjective
stiff;[stıf];жесткий;adjective
stimulate;[ʹstımjʋleıt];стимулировать;verb
stock;[stɒk];акция;noun
stream;[stri:m];поток;noun
strengthen;[ʹstreŋθ(ə)n];укрепить;verb
stretch;[stretʃ];участок;noun
stretch;[stretʃ];растягиваться;verb
strict;[strıkt];строгий;adjective
strictly;[ʹstrıktlı];строго;adverb
strike;[straık];забастовка;noun
strike;[straık];ударить;verb
stroke;[strəʋk];инсульт;noun
structure;[ʹstrʌktʃə];структурировать;verb
struggle;[ʹstrʌg(ə)l];борьба;noun
struggle;[ʹstrʌg(ə)l];бороться;verb
stuff;[stʌf];засунуть;verb
stunning;[ʹstʌnıŋ];потрясающий;adjective
subject;[ʹsʌbdʒıkt];подлежащий;adjective
submit;[səbʹmıt];представить;verb
subsequent;[ʹsʌbsıkwənt];последующий;adjective
subsequently;[ʹsʌbsıkwəntlı];впоследствии;adverb
suburb;[ʹsʌbɜ:b];пригород;noun
suffering;[ʹsʌf(ə)rıŋ];страдание;noun
sufficient;[səʹfıʃ(ə)nt];достаточный;adjective
sufficiently;[səʹfıʃ(ə)ntlı];достаточно;adverb
sum;[sʌm];сумма;noun
sum;[sʌm];суммировать;verb
super;[ʹs(j)u:pə];супер;adjective
surgeon;[ʹsɜ:dʒ(ə)n];хирург;noun
surgery;[ʹsɜ:dʒ(ə)rı];операция;noun
surround;[səʹraʋnd];окружать;verb
surrounding;[səʹraʋndıŋ];окружающий;adjective
survey;[ʹsɜ:veı];опросить;verb
survival;[səʹvaıv(ə)l];выживание;noun
survivor;[səʹvaıvə];переживший;noun
suspect;[ʹsʌspekt];подозреваемый;noun
suspect;[ʹsʌspekt];подозревать;verb
suspend;[səʹspend];приостановить;verb
sustainable;[sə'steinəbl];устойчивый;adjective
swallow;[ʹswɒləʋ];проглотить;verb
swear;[sweə];клясться;verb
sweep;[swi:p];подметать;verb
switch;[swıtʃ];переключатель;noun
sympathetic;[͵sımpəʹθetık];сочувствующий;adjective
sympathy;[ʹsımpəθı];сочувствие;noun
tackle;[ʹtæk(ə)l];решать;verb
tag;[tæg];тег;noun
tag;[tæg];пометить;verb
tale;[teıl];сказка;noun
tank;[tæŋk];танк;noun
tap;[tæp];кран;noun
tap;[tæp];нажать;verb
target;[ʹtɑ:gıt];нацелить;verb
tear;[teə];слеза;noun
tear;[teə];разорвать;verb
technological;[,teknə'lɔdʒik(əl)];технологический;adjective
teens;[ti:nz];подростки;noun
temple;[ʹtemp(ə)l];храм;noun
temporarily;[ʹtemp(ə)rərılı];временно;adverb
temporary;[ʹtemp(ə)rərı];временный;adjective
tendency;[ʹtendənsı];тенденция;noun
tension;[ʹtenʃ(ə)n];напряженность;noun
term;[tɜ:m];называть;verb
terminal;[ʹtɜ:mın(ə)l];терминал;noun
terms;terms[МН.Ч.];условия;noun
terribly;[ʹterəblı];ужасно;adverb
terrify;[ʹterıfaı];пугать;verb
territory;[ʹterıt(ə)rı];территория;noun
terror;[ʹterə];террор;noun
terrorism;[ʹterərız(ə)m];терроризм;noun
terrorist;[ʹterərıst];террорист;noun
testing;[ʹtestıŋ];тестирование;noun
textbook;[ʹtekstbʋk];учебник;noun
theft;[θeft];кража;noun
therapist;[ʹθerəpıst];терапевт;noun
therapy;[ʹθerəpı];терапия;noun
thesis;[ʹθi:sıs];диссертация;noun
thorough;[ʹθʌrə];тщательный;adjective
thoroughly;[ʹθʌrəlı];тщательно;adverb
threat;[θret];угроза;noun
threaten;[ʹθretn];угрожать;verb
thumb;[θʌm];большой палец;noun
thus;[θʌs];таким образом;adverb
time;[taım];приурочивать;verb
timing;[ʹtaımıŋ];срок;noun
tissue;[ʹtıʃu:];ткань;noun
title;[ʹtaıtl];называться;verb
ton;[tʌn];тонна;noun
tone;[təʋn];тон;noun
tonne;[tʌn];тонна;noun
tough;[tʌf];жесткий;adjective
tournament;[ʹtʋənəmənt];турнир;noun
trace;[treıs];проследить;verb
track;[træk];отслеживать;verb
trading;[ʹtreıdıŋ];торговля;noun
tragedy;[ʹtrædʒıdı];трагедия;noun
tragic;['trædʒik(əl)];трагический;adjective
trait;[treı(t)];черта;noun
transfer;[ʹtrænsfɜ:];передача;noun
transfer;[ʹtrænsfɜ:];передавать;verb
transform;[ʹtrænsfɔ:m];превратить;verb
transition;[trænʹzıʃ(ə)n];переход;noun
transmit;[trænzʹmıt];передавать;verb
transportation;[͵trænspɔ:ʹteıʃ(ə)n];транспорт;noun
trap;[træp];ловушка;noun
trap;[træp];поймать;verb
treasure;[ʹtreʒə];сокровище;noun
trial;[ʹtraıəl];суд;noun
tribe;[traıb];племя;noun
trigger;[ʹtrıgə];вызвать;verb
trillion;[ʹtrıljən];триллион;number
trip;[trıp];путешествовать;verb
troop;[tru:p];войско;noun
tropical;[ʹtrɒpık(ə)l];тропический;adjective
trouble;[ʹtrʌb(ə)l];беспокоить;verb
truly;[ʹtru:lı];действительно;adverb
trust;[trʌst];доверие;noun
trust;[trʌst];доверять;verb
try;[traı];попытка;noun
tsunami;[tsʋʹnɑ:mı];цунами;noun
tune;[tju:n];мелодия;noun
tunnel;[ʹtʌnl];туннель;noun
ultimate;[ʹʌltımıt];конечный;adjective
ultimately;[ʹʌltımıtlı];в конечном счете;adverb
unacceptable;[͵ʌnəkʹseptəb(ə)l];неприемлемый;adjective
uncertainty;[ʌnʹsɜ:t(ə)ntı];неопределенность;noun
unconscious;[ʌnʹkɒnʃəs];бессознательный;adjective
undergo;[͵ʌndəʹgəʋ];пройти;verb
undertake;[͵ʌndəʹteık];провести;verb
unexpected;[͵ʌnıkʹspektıd];неожиданный;adjective
unfold;[ʌnʹfəʋld];разворачиваться;verb
unfortunate;[ʌnʹfɔ:tʃʋnıt];несчастный;adjective
unique;[ju:ʹni:k];уникальный;adjective
unite;[ju:ʹnaıt];объединить;verb
unity;[ʹju:nıtı];единство;noun
universal;[͵ju:nıʹvɜ:s(ə)l];универсальный;adjective
universe;[ʹju:nıvɜ:s];вселенная;noun
unknown;[ʌnʹnəʋn];неизвестный;adjective
upper;[ʹʌpə];верхний;adjective
upwards;[ʹʌpwədz];вверх;adverb
urban;[ʹɜ:bən];городской;adjective
urge;[ɜ:dʒ];призывать;verb
urgent;[ʹɜ:dʒ(ə)nt];срочный;adjective
usage;[ʹju:zıdʒ];использование;noun
useless;[ʹju:slıs];бесполезный;adjective
valid;[ʹvælıd];действительный;adjective
value;[ʹvælju:];ценить;verb
variation;[͵ve(ə)rıʹeıʃ(ə)n];вариация;noun
vary;[ʹve(ə)rı];варьироваться;verb
vast;[vɑ:st];огромный;adjective
venue;[ʹvenju:];место;noun
vertical;[ʹvɜ:tık(ə)l];вертикальный;adjective
very;[ʹverı];самый;adjective
via;[ʹvaıə];через;preposition
victory;[ʹvıkt(ə)rı];победа;noun
viewpoint;[ʹvju:pɔınt];точка зрения;noun
violence;[ʹvaıələns];насилие;noun
virtual;[ʹvɜ:tʃʋəl];виртуальный;adjective
visa;[ʹvi:zə];виза;noun
visible;[ʹvızəb(ə)l];видимый;adjective
vision;[ʹvıʒ(ə)n];видение;noun
visual;[ʹvıʒʋəl];визуальный;adjective
vital;[ʹvaıtl];жизненный;adjective
vitamin;[ʹvıtəmın];витамин;noun
volume;[ʹvɒlju:m];объем;noun
voluntary;[ʹvɒlənt(ə)rı];добровольный;adjective
voting;[ʹvəʋtıŋ];голосование;noun
wage;[weıdʒ];зарплата;noun
wander;[ʹwɒndə];бродить;verb
warming;[ʹwɔ:mıŋ];потепление;noun
way;[weı];кстати;adverb
weakness;[ʹwi:knıs];слабость;noun
wealth;[welθ];богатство;noun
wealthy;[ʹwelθı];богатый;adjective
weekly;[ʹwi:klı];еженедельный;adjective
weird;[wıəd];странный;adjective
welfare;[ʹwelfeə];благосостояние;noun
wheat;[wi:t];пшеница;noun
whereas;[we(ə)ʹræz];тогда как;conjunction
wherever;[we(ə)ʹrevə];везде;conjunction
whisper;[ʹwıspə];шепот;noun
whisper;[ʹwıspə];шептать;verb
whoever;[hu:ʹevə];всякий;pronoun
whom;[hu:m];который;pronoun
widely;[ʹwaıdlı];широко;adverb
widespread;['waidspred];повсеместный;adjective
wildlife;[ʹwaıldlaıf];дикая природа;noun
willing;[ʹwılıŋ];готовый;adjective
wind;[wınd];заводить;verb
wire;[ʹwaıə];проволока;noun
wisdom;[ʹwızdəm];мудрость;noun
wise;[waız];мудрый;adjective
withdraw;[wıðʹdrɔ:];вывести;verb
witness;[ʹwıtnıs];свидетель;noun
witness;[ʹwıtnıs];наблюдать;verb
workforce;['wə:kfɔ:s];рабочая сила;noun
workplace;[ʹwɜ:kpleıs];рабочее место;noun
workshop;[ʹwɜ:kʃɒp];семинар;noun
worm;[wɜ:m];червь;noun
worse;[wɜ:s];худшее;noun
worst;[wɜ:st];худшее;noun
worth;[wɜ:θ];стоимость;noun
wound;[wu:nd];рана;noun
wound;[wu:nd];ранить;verb
wrap;[ræp];обернуть;verb
wrist;[rıst];запястье;noun
wrong;[rɒŋ];ошибка;noun
yet;[jet];но;conjunction
zone;[zəʋn];зона;noun
