word;lvl;transcription;translation;class
kill;a2;[kıl];убить;verb
killing;b1;[ʹkılıŋ];убийство;noun
kilometre;a1;[ʹkılə͵mi:tə];километр;noun
kind;b1;[kaınd];добрый;adjective
kind;a1;[kaınd];род;noun
king;a2;[kıŋ];король;noun
kingdom;c1;[ʹkıŋdəm];царство;noun
kiss;b1;[kıs];поцелуй;noun
kiss;b1;[kıs];поцеловать;verb
kit;b2;[kıt];комплект;noun
kitchen;a1;[ʹkıtʃın];кухня;noun
knee;a2;[ni:];колено;noun
knife;a2;[naıf];нож;noun
knock;b1;[nɒk];стук;noun
knock;a2;[nɒk];стучать;verb
know;a1;[nəʋ];знать;verb
knowledge;a2;[ʹnɒlıdʒ];знание;noun
lab;a2;[læb];лаборатория;noun
label;b1;[ʹleıb(ə)l];лейбл;noun
label;b1;[ʹleıb(ə)l];маркировать;verb
laboratory;b1;[ləʹbɒrətrı];лаборатория;noun
labour;b2;[ʹleıbə];труд;noun
lack;b1;[læk];отсутствие;noun
lack;b1;[læk];отсутствовать;verb
lad;c1;[læd];парень;noun
ladder;b2;[ʹlædə];лестница;noun
lady;a2;[ʹleıdı];леди;noun
lake;a2;[leık];озеро;noun
lamp;a2;[læmp];лампа;noun
land;a1;[lænd];земля;noun
land;a2;[lænd];приземлиться;verb
landing;b2;[ʹlændıŋ];посадка;noun
landlord;c1;[ʹlændlɔ:d];арендодатель;noun
landmark;c1;[ʹlændmɑ:k];достопримечательность;noun
landscape;b2;[ʹlændskeıp];ландшафт;noun
lane;b2;[leın];переулок;noun
language;a1;[ʹlæŋgwıdʒ];язык;noun
lap;c1;[læp];круг;noun
laptop;a2;['læptɔp];ноутбук;noun
large;a1;[lɑ:dʒ];большой;adjective
large-scale;c1;[lɑ:dʒ]-[skeıl];масштабный;adjective
largely;b2;[ʹlɑ:dʒlı];в основном;adverb
laser;c1;[ʹleızə];лазер;noun
last;a2;[lɑ:st];в последний раз;adverb
last;a1;[lɑ:st];последний;determiner
last;a2;[lɑ:st];конец;noun
last;a2;[lɑ:st];длиться;verb
late;a1;[leıt];поздний;adjective
late;a1;[leıt];допоздна;adverb
lately;b2;[ʹleıtlı];в последнее время;adverb
later;a2;[ʹleıtə];последующий;adjective
later;a1;[ʹleıtə];позже;adverb
latest;b1;[ʹleıtıst];самый последний;adjective
latest;b2;[ʹleıtıst];последняя версия;noun
latter;c1;[ʹlætə];последний;adjective
latter;c1;[ʹlætə];последний;noun
laugh;a1;[lɑ:f];смех;noun
laugh;a1;[lɑ:f];смеяться;verb
laughter;a2;[ʹlɑ:ftə];смех;noun
launch;b2;[lɔ:ntʃ];запуск;noun
launch;b2;[lɔ:ntʃ];запустить;verb
law;a2;[lɔ:];закон;noun
lawn;c1;[lɔ:n];газон;noun
lawsuit;c1;[ʹlɔ:sju:t];иск;noun
lawyer;a2;[ʹlɔ:jə];адвокат;noun
lay;b1;[leı];заложить;verb
layer;b1;[ʹleıə];слой;noun
layout;c1;[ʹleıaʋt];макет;noun
lazy;a2;[ʹleızı];ленивый;adjective
lead;b1;[led];свинец;noun
lead;a2;[led];привести;verb
leader;a2;[ʹli:də];лидер;noun
leadership;b2;[ʹli:dəʃıp];руководство;noun
leading;b1;[ʹledıŋ];ведущий;adjective
leaf;b1;[li:f];лист;noun
leaflet;b2;[ʹli:flıt];листовка;noun
league;b2;[li:g];лига;noun
leak;c1;[li:k];утечка;noun
leak;c1;[li:k];просачиваться;verb
lean;b2;[li:n];склоняться;verb
leap;c1;[li:p];скачок;noun
leap;c1;[li:p];прыгать;verb
learn;a1;[lɜ:n];узнать;verb
learning;a2;[ʹlɜ:nıŋ];обучение;noun
least;a2;[li:st];наименее;adverb
least;a2;[li:st];меньше;determiner
least;a2;[li:st];наименьшее количество;pronoun
leather;b1;[ʹleðə];кожа;noun
leave;b2;[li:v];отпуск;noun
leave;a1;[li:v];оставить;verb
lecture;a2;[ʹlektʃə];лекция;noun
lecture;a2;[ʹlektʃə];читать лекции;verb
left;a1;[left];левый;adjective
left;a1;[left];слева;adverb
left;a1;[left];остаток;noun
leg;a1;[leg];нога;noun
legacy;c1;[ʹlegəsı];наследие;noun
legal;b1;[ʹli:g(ə)l];правовой;adjective
legend;b2;[ʹledʒ(ə)nd];легенда;noun
legendary;c1;[ʹledʒ(ə)nd(ə)rı];легендарный;adjective
legislation;c1;[͵ledʒısʹleıʃ(ə)n];законодательство;noun
legislative;c1;[ʹledʒıslətıv];законодательный;adjective
legislature;c1;[ʹledʒısleıtʃə];законодательный орган;noun
legitimate;c1;[lıʹdʒıtımıt];законный;adjective
leisure;b1;[ʹleʒə];досуг;noun
lemon;a2;[ʹlemən];лимон;noun
lend;a2;[lend];одолжить;verb
length;b1;[leŋθ];длина;noun
lengthy;c1;[ʹleŋθı];длительный;adjective
lens;b2;[lenz];линза;noun
lesbian;c1;[ʹlezbıən];лесбийский;adjective
less;a2;[les];менее;adverb
less;a2;[les];меньше;determiner
less;a2;[les];меньшее;pronoun
lesser;c1;[ʹlesə];меньший;adjective
lesson;a1;[ʹles(ə)n];урок;noun
let;a1;[let];позволить;verb
lethal;c1;[ʹli:θ(ə)l];смертельный;adjective
letter;a1;[ʹletə];письмо;noun
level;b1;[ʹlev(ə)l];ровная;adjective
level;a2;[ʹlev(ə)l];уровень;noun
level;b2;[ʹlev(ə)l];выровнять;verb
liable;c1;[ʹlaıəb(ə)l];ответственный;adjective
liberal;c1;[ʹlıb(ə)rəl];либеральный;adjective
liberal;c1;[ʹlıb(ə)rəl];либерал;noun
liberation;c1;[͵lıbəʹreıʃ(ə)n];освобождение;noun
liberty;c1;[ʹlıbətı];свобода;noun
library;a1;[ʹlaıbr(ə)rı];библиотека;noun
licence;b2;[ʹlaıs(ə)ns];лицензия;noun
license;c1;[ʹlaıs(ə)ns];лицензировать;verb
lie;b1;[laı];ложь;noun
lie;a1;[laı];лгать;verb
lie;b1;[laı];лгать;verb
life;a1;[laıf];жизнь;noun
lifelong;c1;[ʹlaıflɒŋ];пожизненный;adjective
lifestyle;a2;[ʹlaıfstaıl];образ жизни;noun
lifetime;b2;[ʹlaıftaım];жизнь;noun
lift;a2;[lıft];лифт;noun
lift;a2;[lıft];поднять;verb
light;a1;[laıt];легкий;adjective
light;a1;[laıt];свет;noun
light;a2;[laıt];зажечь;verb
lighting;b2;[ʹlaıtıŋ];освещение;noun
like;b1;[laık];подобие;noun
like;a1;[laık];похожий на;preposition
like;a1;[laık];нравиться;verb
likelihood;c1;[ʹlaıklıhʋd];вероятность;noun
likely;a2;[ʹlaıklı];вероятный;adjective
likewise;b2;[ʹlaıkwaız];также;adverb
limb;c1;[lım];конечность;noun
limit;b1;[ʹlımıt];предел;noun
limit;b1;[ʹlımıt];ограничить;verb
limitation;b2;[͵lımıʹteıʃ(ə)n];ограничение;noun
limited;b2;[ʹlımıtıd];ограниченный;adjective
line;a1;[laın];линия;noun
line;b2;[laın];выстроить;verb
line-up;c1;[laın]-[ʌp];состав;noun
linear;c1;[ʹlınıə];линейный;adjective
linger;c1;[ʹlıngə];задерживаться;verb
link;a2;[lıŋk];ссылка;noun
link;a2;[lıŋk];связать;verb
lion;a1;[ʹlaıən];лев;noun
lip;b1;[lıp];губа;noun
liquid;b1;[ʹlıkwıd];жидкий;adjective
liquid;b1;[ʹlıkwıd];жидкость;noun
list;a1;[lıst];список;noun
list;a1;[lıst];перечислить;verb
listen;a1;[ʹlıs(ə)n];слушать;verb
listener;a2;[ʹlıs(ə)nə];слушатель;noun
listing;c1;[ʹlıstıŋ];список;noun
literacy;c1;[ʹlıt(ə)rəsı];грамотность;noun
literally;b2;[ʹlıt(ə)rəlı];буквально;adverb
literary;b2;[ʹlıt(ə)rərı];литературный;adjective
literature;b1;[ʹlıt(ə)rətʃə];литература;noun
litre;b2;[ʹli:tə];литр;noun
litter;b2;[ʹlıtə];мусор;noun
little;a1;[ʹlıtl];маленький;adjective
little;a2;[ʹlıtl];немного;adverb
little;a1;[ʹlıtl];мало;determiner
little;a1;[ʹlıtl];небольшое количество;pronoun
live;b1;[lıv];живой;adjective
live;b1;[lıv];вживую;adverb
live;a1;[lıv];жить;verb
lively;b2;[ʹlaıvlı];оживленный;adjective
liver;c1;[ʹlıvə];печень;noun
living;b1;[ʹlıvıŋ];живой;adjective
living;b1;[ʹlıvıŋ];жизнь;noun
load;b2;[ləʋd];нагрузка;noun
load;b2;[ləʋd];загрузить;verb
loan;b2;[ləʋn];кредит;noun
lobby;c1;[ʹlɒbı];лобби;noun
lobby;c1;[ʹlɒbı];лоббировать;verb
local;a1;[ʹləʋk(ə)l];местный;adjective
local;b1;[ʹləʋk(ə)l];местный житель;noun
locate;b1;[ləʋʹkeıt];найти;verb
located;b1;[ləʊʹkeɪtɪd];расположенный;adjective
location;b1;[ləʋʹkeıʃ(ə)n];место;noun
lock;a2;[lɒk];замок;noun
lock;a2;[lɒk];запереть;verb
log;c1;[lɒg];журнал;noun
log;c1;[lɒg];войти;verb
logic;c1;[ʹlɒdʒık];логика;noun
logical;b2;[ʹlɒdʒık(ə)l];логический;adjective
logo;b2;[ʹlɒgəʋ];логотип;noun
lonely;b1;[ʹləʋnlı];одинокий;adjective
long;a1;[lɒŋ];длинный;adjective
long;a1;[lɒŋ];долго;adverb
long-standing;c1;[lɒŋ]-[ʹstændıŋ];давний;adjective
long-term;b2;[lɒŋ]-[tɜ:m];долгосрочный;adjective
long-term;b2;[lɒŋ]-[tɜ:m];в долгосрочной перспективе;adverb
long-time;c1;[lɒŋ]-[taım];давний;adjective
look;a2;[lʋk];взгляд;noun
look;a1;[lʋk];выглядеть;verb
loom;c1;[lu:m];маячить;verb
loop;c1;[lu:p];петля;noun
loose;b2;[lu:s];свободный;adjective
lord;b2;[lɔ:d];господь;noun
lorry;a2;[ʹlɒrı];грузовик;noun
lose;a1;[lu:z];потерять;verb
loss;b1;[lɒs];потеря;noun
lost;a2;[lɒst];потерянный;adjective
lot;a1;[lɒt];гораздо;adverb
lot;a1;[lɒt];много;determiner
lot;a1;[lɒt];многие;pronoun
lottery;b2;[ʹlɒt(ə)rı];лотерея;noun
loud;a2;[laʋd];громкий;adjective
loud;a2;[laʋd];громко;adverb
loudly;a2;[ʹlaʋdlı];громко;adverb
love;a1;[lʌv];любовь;noun
love;a1;[lʌv];любить;verb
lovely;a2;[ʹlʌvlı];прекрасный;adjective
low;a2;[ləʋ];низкий;adjective
low;a2;[ləʋ];низко;adverb
low;b2;[ləʋ];минимум;noun
lower;b2;[ʹləʋə];снизить;verb
loyal;b2;[ʹlɔıəl];лояльный;adjective
loyalty;c1;[ʹlɔıəltı];лояльность;noun
luck;a2;[lʌk];удача;noun
lucky;a2;[ʹlʌkı];счастливый;adjective
lunch;a1;[lʌntʃ];обед;noun
lung;b2;[lʌŋ];легкое;noun
luxury;b1;[ʹlʌkʃ(ə)rı];роскошный;adjective
luxury;b1;[ʹlʌkʃ(ə)rı];роскошь;noun
lyric;b2;[ʹlırık];лирик;noun
machine;a1;[məʹʃi:n];машина;noun
machinery;c1;[məʹʃi:n(ə)rı];механизм;noun
mad;b1;[mæd];безумный;adjective
magazine;a1;[͵mægəʹzi:n];журнал;noun
magic;b1;[ʹmædʒık];волшебный;adjective
magic;b1;[ʹmædʒık];магия;noun
magical;c1;[ʹmædʒık(ə)l];волшебный;adjective
magistrate;c1;[ʹmædʒıstr(e)ıt];магистрат;noun
magnetic;c1;[mægʹnetık];магнитный;adjective
magnificent;b2;[mægʹnıfıs(ə)nt];великолепный;adjective
magnitude;c1;[ʹmægnıtju:d];величина;noun
mail;a2;[meıl];почта;noun
mail;a2;[meıl];отправить;verb
main;a1;[meın];основной;adjective
mainland;c1;[ʹmeınlənd];материк;noun
mainly;b1;[ʹmeınlı];в основном;adverb
mainstream;c1;[ʹmeınstri:m];основной;adjective
mainstream;c1;[ʹmeınstri:m];мейнстрим;noun
maintain;b2;[meınʹteın];поддерживать;verb
maintenance;c1;[ʹmeınt(ə)nəns];поддержание;noun
major;a2;[ʹmeıdʒə];крупный;adjective
major;unknown;[ʹmeıdʒə];майор;noun
majority;b2;[məʹdʒɒrıtı];большинство;noun
make;b2;[meık];марка;noun
make;a1;[meık];сделать;verb
make-up;b2;[meık]-[ʌp];макияж;noun
making;b2;[ʹmeıkıŋ];создание;noun
male;a2;[meıl];мужской;adjective
male;a2;[meıl];мужчина;noun
mall;b1;[mɔ:l];торговый центр;noun
man;a1;[mæn];человек;noun
manage;a2;[ʹmænıdʒ];управлять;verb
management;b1;[ʹmænıdʒmənt];управление;noun
manager;a2;[ʹmænıdʒə];менеджер;noun
mandate;c1;[ʹmændeıt];мандат;noun
mandatory;c1;[ʹmændət(ə)rı];обязательный;adjective
manifest;c1;[ʹmænıfest];проявляться;verb
manipulate;c1;[məʹnıpjʋleıt];манипулировать;verb
manipulation;c1;[mə͵nıpjʋʹleıʃ(ə)n];манипуляция;noun
manner;a2;[ʹmænə];образ;noun
manufacture;b2;[͵mænjʋʹfæktʃə];производить;verb
manufacturing;b2;[͵mænjʋʹfæktʃ(ə)rıŋ];производство;noun
manuscript;c1;[ʹmænjʋskrıpt];рукопись;noun
many;a1;[ʹmenı];много;determiner
many;a1;[ʹmenı];многие;pronoun
map;a1;[mæp];карта;noun
map;b2;[mæp];отобразить;verb
marathon;b2;[ʹmærəθən];марафон;noun
march;a1;[mɑ:tʃ];март;noun
march;c1;[mɑ:tʃ];март;noun
march;c1;[mɑ:tʃ];идти;verb
margin;b2;[ʹmɑ:dʒın];маржа;noun
marginal;c1;[ʹmɑ:dʒınl];маргинальный;adjective
marine;c1;[məʹri:n];морской;adjective
mark;a2;[mɑ:k];Марк;noun
mark;a2;[mɑ:k];отметить;verb
marker;b2;[ʹmɑ:kə];маркер;noun
market;a1;[ʹmɑ:kıt];рынок;noun
market;b1;[ʹmɑ:kıt];продавать;verb
marketing;b1;[ʹmɑ:kıtıŋ];маркетинг;noun
marketplace;c1;[ʹmɑ:kıtpleıs];рынок;noun
marriage;b1;[ʹmærıdʒ];брак;noun
married;a1;[ʹmærıd];женатый;adjective
marry;a2;[ʹmærı];жениться на;verb
martial;b2;[ʹmɑ:ʃ(ə)l];боевой;adjective
mask;c1;[mɑ:sk];маска;noun
mass;b2;[mæs];массовый;adjective
mass;b2;[mæs];масса;noun
massacre;c1;[ʹmæsəkə];резня;noun
massive;b2;[ʹmæsıv];массивный;adjective
master;b2;[ʹmɑ:stə];мастер;noun
master;b2;[ʹmɑ:stə];освоить;verb
match;a1;[mætʃ];матч;noun
match;a1;[mætʃ];соответствовать;verb
matching;b2;[ʹmætʃıŋ];соответствующий;adjective
mate;b2;[meıt];приятель;noun
mate;b2;[meıt];спариваться;verb
material;b2;[məʹtı(ə)rıəl];материальный;adjective
material;a2;[məʹtı(ə)rıəl];материал;noun
mathematical;c1;[mæθıʹmætık(ə)l];математический;adjective
mathematics;a2;[͵mæθıʹmætıks];математик;noun
maths;a2;[mæθs];математика;noun
matter;a2;[ʹmætə];вопрос;noun
matter;a2;[ʹmætə];иметь значение;verb
mature;c1;[məʹtʃʋə];зрелый;adjective
mature;c1;[məʹtʃʋə];созревать;verb
maximize;c1;[ʹmæksımaız];максимизировать;verb
maximum;b2;[ʹmæksıməm];максимальный;adjective
maximum;b2;[ʹmæksıməm];максимум;noun
may;a1;[meı];май;noun
may;a2;[meı];мочь;modal verb
maybe;a1;[ʹmeıbı];возможно;adverb
mayor;b2;[meə];мэр;noun
me;a1;[mi:];мне;pronoun
meal;a1;[mi:l];еда;noun
mean;a1;[mi:n];означать;verb
meaning;a1;[ʹmi:nıŋ];смысл;noun
meaningful;c1;[ʹmi:nıŋf(ə)l];значимый;adjective
means;b2;[mi:nz];средства;noun
meantime;c1;[ʹmi:n͵taım];момент;noun
meanwhile;b1;[ʹmi:nwaıl];между тем;adverb
measure;b1;[ʹmeʒə];мера;noun
measure;b1;[ʹmeʒə];измерить;verb
measurement;b2;[ʹmeʒəmənt];измерение;noun
meat;a1;[mi:t];мясо;noun
mechanic;b2;[mıʹkænık];механик;noun
mechanical;b2;[mıʹkænık(ə)l];механический;adjective
mechanism;b2;[ʹmekənız(ə)m];механизм;noun
medal;b2;[medl];медаль;noun
media;a2;[ʹmedıə];СМИ;noun
medical;a2;[ʹmedık(ə)l];медицинский;adjective
medication;b2;[͵medıʹkeıʃ(ə)n];лекарство;noun
medicine;a2;[ʹmeds(ə)n];медицина;noun
medieval;c1;[͵medıʹi:v(ə)l];средневековый;adjective
meditation;c1;[ʹmedıʹteıʃ(ə)n];медитация;noun
medium;b1;[ʹmi:dıəm];средний;adjective
medium;b2;[ʹmi:dıəm];среда;noun
meet;a1;[mi:t];встретиться;verb
meeting;a1;[ʹmi:tıŋ];встреча;noun
melody;c1;[ʹmelədı];мелодия;noun
melt;b2;[melt];таять;verb
member;a1;[ʹmembə];участник;noun
membership;b2;[ʹmembəʃıp];членство;noun
memo;c1;[ʹmeməʋ];записка;noun
memoir;c1;[ʹmemwɑ:];мемуары;noun
memorable;b2;[ʹmem(ə)rəb(ə)l];памятный;adjective
memorial;c1;[mıʹmɔ:rıəl];мемориал;noun
memory;a2;[ʹmem(ə)rı];память;noun
mental;b1;[mentl];психический;adjective
mention;b1;[ʹmenʃ(ə)n];упоминание;noun
mention;a2;[ʹmenʃ(ə)n];упомянуть;verb
mentor;c1;[ʹmentə];наставник;noun
menu;a1;[ʹmenju:];меню;noun
merchant;c1;[ʹmɜ:tʃ(ə)nt];купец;noun
mercy;c1;[ʹmɜ:sı];милосердие;noun
mere;c1;[mıə];простой;adjective
merely;c1;[ʹmıəlı];просто;adverb
merge;c1;[mɜ:dʒ];сливаться;verb
merger;c1;[ʹmɜ:dʒə];слияние;noun
merit;c1;[ʹmerıt];заслуга;noun
mess;b1;[mes];беспорядок;noun
message;a1;[ʹmesıdʒ];сообщение;noun
metal;a2;[metl];металл;noun
metaphor;b2;[ʹmetəfə];метафора;noun
method;a2;[ʹmeθəd];метод;noun
methodology;c1;[͵meθəʹdɒlədʒı];методология;noun
metre;a1;[ʹmi:tə];метр;noun
middle;a2;[mıdl];средний;adjective
middle;a2;[mıdl];середина;noun
midnight;a1;[ʹmıdnaıt];полночь;noun
midst;c1;[mıdst];середина;noun
might;a2;[maıt];мочь;modal verb
migration;c1;[maıʹgreıʃ(ə)n];миграция;noun
mild;b1;[maıld];мягкий;adjective
mile;a1;[maıl];миля;noun
militant;c1;[ʹmılıt(ə)nt];воинствующий;adjective
militant;c1;[ʹmılıt(ə)nt];боевик;noun
military;b2;[ʹmılıt(ə)rı];военный;adjective
military;b2;[ʹmılıt(ə)rı];армия;noun
militia;c1;[mıʹlıʃə];ополчение;noun
milk;a1;[mılk];молоко;noun
mill;c1;[mıl];мельница;noun
million;a1;[ʹmıljən];миллион;number
mind;a2;[maınd];ум;noun
mind;a2;[maınd];возражать;verb
mine;b1;[maın];шахта;noun
mine;a2;[maın];мой;pronoun
miner;b2;[ʹmaınə];шахтер;noun
mineral;b2;[ʹmın(ə)rəl];минерал;noun
minimal;c1;[ʹmınım(ə)l];минимальный;adjective
minimize;c1;[ʹmınımaız];минимизировать;verb
minimum;b2;[ʹmınıməm];минимальный;adjective
minimum;b2;[ʹmınıməm];минимум;noun
mining;c1;[ʹmaınıŋ];майнинг;noun
minister;b2;[ʹmınıstə];министр;noun
ministry;c1;[ʹmınıstrı];министерство;noun
minor;b2;[ʹmaınə];незначительный;adjective
minority;b2;[maıʹnɒrıtı];меньшинство;noun
minute;c1;[ʹmınıt];минутный;adjective
minute;a1;[ʹmınıt];минута;noun
miracle;c1;[ʹmırək(ə)l];чудо;noun
mirror;a2;[ʹmırə];зеркало;noun
miserable;b2;[ʹmız(ə)rəb(ə)l];несчастный;adjective
misery;c1;[ʹmız(ə)rı];страдание;noun
misleading;c1;[mısʹli:dıŋ];обманчивый;adjective
miss;a1;[mıs];пропустить;verb
missile;c1;[ʹmısaıl];ракета;noun
missing;a2;[ʹmısıŋ];недостающий;adjective
mission;b2;[ʹmıʃ(ə)n];миссия;noun
mistake;a1;[mıʹsteık];ошибка;noun
mistake;b2;[mıʹsteık];ошибиться;verb
mix;b1;[mıks];смесь;noun
mix;b1;[mıks];смешивать;verb
mixed;b2;[mıkst];смешанный;adjective
mixture;b1;[ʹmıkstʃə];смесь;noun
mob;c1;[mɒb];толпа;noun
mobile;a2;[ʹməʋbaıl];мобильный;adjective
mobile;a2;[ʹməʋbaıl];мобильный телефон;noun
mobility;c1;[məʋʹbılıtı];мобильность;noun
mobilize;c1;[ʹməʋbılaız];мобилизовать;verb
mode;b2;[məʋd];режим;noun
model;a1;[mɒdl];модель;noun
model;b2;[mɒdl];моделировать;verb
moderate;c1;[ʹmɒd(ə)rıt];умеренный;adjective
modern;a1;[mɒdn];современный;adjective
modest;b2;[ʹmɒdıst];скромный;adjective
modification;c1;[͵mɒdıfıʹkeıʃ(ə)n];модификация;noun
modify;b2;[ʹmɒdıfaı];изменить;verb
moment;a1;[ʹməʋmənt];момент;noun
momentum;c1;[mə(ʋ)ʹmentəm];импульс;noun
monday;a1;[ʹmʌndı];понедельник;noun
money;a1;[ʹmʌnı];деньга;noun
monitor;b2;[ʹmɒnıtə];монитор;noun
monitor;b2;[ʹmɒnıtə];контролировать;verb
monk;c1;[mʌŋk];монах;noun
monkey;a2;[ʹmʌŋkı];обезьяна;noun
monopoly;c1;[məʹnɒp(ə)lı];монополия;noun
monster;b2;[ʹmɒnstə];монстр;noun
month;a1;[mʌnθ];месяц;noun
monthly;b2;[ʹmʌnθlı];ежемесячный;adjective
monument;b2;[ʹmɒnjʋmənt];памятник;noun
mood;b1;[mu:d];настроение;noun
moon;a2;[mu:n];луна;noun
moral;b2;[ʹmɒrəl];моральный;adjective
moral;b2;[ʹmɒrəl];мораль;noun
morality;c1;[məʹrælıtı];мораль;noun
more;a1;[mɔ:];более;adverb
more;a1;[mɔ:];больше;determiner
more;a1;[mɔ:];больше;pronoun
moreover;b2;[mɔ:ʹrəʋvə];кроме того;adverb
morning;a1;[ʹmɔ:nıŋ];утро;noun
mortgage;b2;[ʹmɔ:gıdʒ];ипотека;noun
mosque;b2;[mɒsk];мечеть;noun
most;a1;[məʋst];наиболее;adverb
most;a1;[məʋst];наибольший;determiner
most;a1;[məʋst];наибольшее;pronoun
mostly;a2;[ʹməʋstlı];в основном;adverb
mother;a1;[ʹmʌðə];мать;noun
motion;b2;[ʹməʋʃ(ə)n];движение;noun
motivate;b2;[ʹməʋtıveıt];мотивировать;verb
motivation;b2;[͵məʋtıʹveıʃ(ə)n];мотивация;noun
motive;c1;[ʹməʋtıv];мотив;noun
motor;b2;[ʹməʋtə];моторный;adjective
motor;b2;[ʹməʋtə];двигатель;noun
motorcycle;a2;[ʹməʋtə͵saık(ə)l];мотоцикл;noun
motorist;c1;[ʹməʋt(ə)rıst];автомобилист;noun
mount;b2;[maʋnt];установить;verb
mountain;a1;[ʹmaʋntın];гора;noun
mouse;a1;[maʋs];мышь;noun
mouth;a1;[maʋθ];рот;noun
move;b1;[mu:v];шаг;noun
move;a1;[mu:v];двигаться;verb
movement;a2;[ʹmu:vmənt];движение;noun
movie;a1;[ʹmu:vı];фильм;noun
moving;b2;[ʹmu:vıŋ];движущийся;adjective
much;a1;[mʌtʃ];гораздо;adverb
much;a1;[mʌtʃ];много;determiner
much;a1;[mʌtʃ];большая часть;pronoun
mud;b1;[mʌd];грязь;noun
multiple;b2;[ʹmʌltıp(ə)l];многочисленный;adjective
multiply;b2;[ʹmʌltıplı];размножаться;verb
mum;a1;[mʌm];мама;noun
municipal;c1;[mju:ʹnısıp(ə)l];муниципальный;adjective
murder;b1;[ʹmɜ:də];убийство;noun
murder;b1;[ʹmɜ:də];убить;verb
muscle;b1;[ʹmʌs(ə)l];мышца;noun
museum;a1;[mju:ʹzıəm];музей;noun
music;a1;[ʹmju:zık];музыка;noun
musical;a2;[ʹmju:zık(ə)l];музыкальный;adjective
musical;b1;[ʹmju:zık(ə)l];мюзикл;noun
musician;a2;[mju:ʹzıʃ(ə)n];музыкант;noun
must;a1;[mʌst];должен;modal verb
mutual;c1;[ʹmju:tʃʋəl];взаимный;adjective
my;a1;[maı];мой;determiner
myself;a2;[maıʹself];себя;pronoun
mysterious;b2;[mıʹstı(ə)rıəs];таинственный;adjective
mystery;b1;[ʹmıst(ə)rı];тайна;noun
myth;b2;[mıθ];миф;noun
nail;b1;[neıl];ноготь;noun
naked;b2;[ʹneıkıd];голый;adjective
name;a1;[neım];имя;noun
name;a1;[neım];звать;verb
namely;c1;[ʹneımlı];а именно;adverb
narrative;b1;[ʹnærətıv];повествовательный;adjective
narrative;b1;[ʹnærətıv];повествование;noun
narrow;a2;[ʹnærəʋ];узкий;adjective
narrow;b2;[ʹnærəʋ];сузить;verb
nasty;b2;[ʹnɑ:stı];неприятный;adjective
nation;b1;[ʹneıʃ(ə)n];нация;noun
national;a2;[ʹnæʃ(ə)nəl];национальный;adjective
national;b2;[ʹnæʃ(ə)nəl];страны;noun
nationwide;c1;[ʹneıʃ(ə)nwaıd];общенациональный;adjective
native;b1;[ʹneıtıv];родной;adjective
native;b1;[ʹneıtıv];уроженец;noun
natural;a1;[ʹnætʃ(ə)rəl];природный;adjective
naturally;b1;[ʹnætʃ(ə)rəlı];естественно;adverb
nature;a2;[ʹneıtʃə];природа;noun
naval;c1;[ʹneıv(ə)l];военно-морской;adjective
navigation;b2;[͵nævıʹgeıʃ(ə)n];навигация;noun
near;a1;[nıə];ближний;adjective
near;a1;[nıə];вблизи;adverb
near;a1;[nıə];около;preposition
nearby;b2;[ʹnıəbaı];близлежащий;adjective
nearby;b2;[ʹnıəbaı];рядом;adverb
nearly;a2;[ʹnıəlı];почти;adverb
neat;b2;[ni:t];аккуратный;adjective
necessarily;b1;[ʹnesıs(ə)rılı];обязательно;adverb
necessary;a2;[ʹnesıs(ə)rı];необходимый;adjective
necessity;b2;[nıʹsesıtı];необходимость;noun
neck;a2;[nek];шея;noun
need;a2;[ni:d];необходимость;noun
need;a1;[ni:d];нуждаться;verb
need;b1;[ni:d];нужно;modal verb
needle;b1;[ni:dl];игла;noun
negative;a1;[ʹnegətıv];негативный;adjective
negative;b2;[ʹnegətıv];негатив;noun
neglect;c1;[nıʹglekt];пренебрежение;noun
neglect;c1;[nıʹglekt];пренебрегать;verb
negotiate;b2;[nıʹgəʋʃıeıt];вести переговоры;verb
negotiation;b2;[nı͵gəʋʃıʹeıʃ(ə)n];переговоры;noun
neighbour;a1;[ʹneıbə];сосед;noun
neighbourhood;b1;[ʹneıbəhʋd];район;noun
neighbouring;c1;[ʹneıb(ə)rıŋ];соседний;adjective
neither;b1;[ʹnaıðə];тоже;adverb
neither;a2;[ʹnaıðə];никакой;determiner
neither;a2;[ʹnaıðə];никто;pronoun
nerve;b2;[nɜ:v];нерв;noun
nervous;a2;[ʹnɜ:vəs];нервный;adjective
nest;c1;[nest];гнездо;noun
net;c1;[net];чистый;adjective
net;b1;[net];сеть;noun
network;a2;[ʹnetwɜ:k];сеть;noun
neutral;b2;[ʹnju:trəl];нейтральный;adjective
never;a1;[ʹnevə];никогда не;adverb
nevertheless;b2;[͵nevəðəʹles];тем не менее;adverb
new;a1;[nju:];новый;adjective
newly;b2;[ʹnju:lı];недавно;adverb
news;a1;[nju:z];новость;noun
newsletter;c1;[ʹnju:z͵letə];информационный бюллетень;noun
newspaper;a1;[ʹnju:s͵peıpə];газета;noun
next;a1;[nekst];следующий;adjective
next;a1;[nekst];рядом;adverb
next;b1;[nekst];следующий;noun
next to;a1;[nekst] [tu:];рядом с;preposition
nice;a1;[naıs];хороший;adjective
niche;c1;[nıtʃ];ниша;noun
night;a1;[naıt];ночь;noun
