word;transcription;translation;class
sound;[saʋnd];звуковой;adjective
sovereignty;[ʹsɒvrıntı];суверенитет;noun
spam;[spæm];спам;noun
span;[spæn];промежуток;noun
span;[spæn];охватывать;verb
spare;[speə];избавить;verb
spark;[spɑ:k];вызвать;verb
specialized;[ʹspeʃəlaɪzd];специализированный;adjective
specification;[͵spesıfıʹkeıʃ(ə)n];спецификация;noun
specimen;[ʹspesımən];образец;noun
spectacle;[ʹspektək(ə)l];зрелище;noun
spectrum;[ʹspektrəm];спектр;noun
spell;[spel];заклинание;noun
sphere;[sfıə];сфера;noun
spin;[spın];спина;noun
spin;[spın];вращаться;verb
spine;[spaın];позвоночник;noun
spotlight;[ʹspɒtlaıt];внимание;noun
spouse;[spaʋz];супруга;noun
spy;[spaı];шпион;noun
spy;[spaı];шпионить;verb
squad;[skwɒd];отряд;noun
squeeze;[skwi:z];выжать;verb
stab;[stæb];зарезать;verb
stability;[stəʹbılıtı];стабильность;noun
stabilize;[ʹsteıbılaız];стабилизировать;verb
stake;[steık];доля;noun
standing;[ʹstændıŋ];постоянный;adjective
stark;[stɑ:k];суровый;adjective
statistical;[stəʹtıstık(ə)l];статистический;adjective
steer;[stıə];направить;verb
stem;[stem];стебель;noun
stem;[stem];остановить;verb
stereotype;[ʹsterıətaıp];стереотип;noun
stimulus;[ʹstımjʋləs];стимул;noun
stir;[stɜ:];перемешать;verb
storage;[ʹstɔ:rıdʒ];хранение;noun
straightforward;[͵streıtʹfɔ:wəd];простой;adjective
strain;[streın];штамм;noun
strand;[strænd];нить;noun
strategic;[strəʹti:dʒık];стратегический;adjective
striking;[ʹstraıkıŋ];поразительный;adjective
strip;[strıp];полоса;noun
strip;[strıp];лишить;verb
strive;[straıv];стремиться;verb
structural;[ʹstrʌktʃ(ə)rəl];структурный;adjective
stumble;[ʹstʌmb(ə)l];наткнуться;verb
stun;[stʌn];оглушить;verb
submission;[səbʹmıʃ(ə)n];представление;noun
subscriber;[səbʹskraıbə];абонент;noun
subscription;[səbʹskrıpʃ(ə)n];подписка;noun
subsidy;[ʹsʌbsıdı];субсидия;noun
substantial;[səbʹstænʃ(ə)l];существенный;adjective
substantially;[səbʹstænʃ(ə)lı];существенно;adverb
substitute;[ʹsʌbstıtju:t];замена;noun
substitute;[ʹsʌbstıtju:t];заменить;verb
substitution;[͵sʌbstıʹtju:ʃ(ə)n];замена;noun
subtle;[ʹsʌtl];тонкий;adjective
suburban;[səʹbɜ:bən];пригородный;adjective
succession;[səkʹseʃ(ə)n];правопреемство;noun
successive;[səkʹsesıv];последовательный;adjective
successor;[səkʹsesə];преемник;noun
suck;[sʌk];сосать;verb
sue;[s(j)u:];засудить;verb
suicide;[ʹs(j)u:ısaıd];самоубийство;noun
suite;[swi:t];набор;noun
summit;[ʹsʌmıt];саммит;noun
superb;[s(j)u:ʹpɜ:b];превосходный;adjective
superior;[s(j)u:ʹpı(ə)rıə];превосходный;adjective
supervise;[ʹs(j)u:pəvaız];контролировать;verb
supervision;[͵s(j)u:pəʹvıʒ(ə)n];надзор;noun
supervisor;[ʹs(j)u:pəvaızə];руководитель;noun
supplement;[ʹsʌplımənt];добавка;noun
supplement;[ʹsʌplımənt];дополнить;verb
supportive;[səʹpɔ:tıv];благоприятный;adjective
supposedly;[səʹpəʋzıdlı];якобы;adverb
suppress;[səʹpres];подавлять;verb
supreme;[s(j)u:ʹpri:m];верховный;adjective
surge;[sɜ:dʒ];всплеск;noun
surge;[sɜ:dʒ];расти;verb
surgical;[ʹsɜ:dʒık(ə)l];хирургический;adjective
surplus;[ʹsɜ:pləs];излишек;noun
surrender;[səʹrendə];сдаться;verb
surveillance;[sɜ:ʹveıl(ə)ns];наблюдение;noun
suspension;[səʹspenʃ(ə)n];подвеска;noun
suspicion;[səʹspıl(ə)n];подозрение;noun
suspicious;[səʹspıʃəs];подозрительный;adjective
sustain;[səʹsteın];поддерживать;verb
swing;[swıŋ];качели;noun
swing;[swıŋ];качаться;verb
sword;[sɔ:d];меч;noun
symbolic;[sim'bɔlik((ə)l)];символический;adjective
syndrome;[ʹsındrəʋm];синдром;noun
synthesis;[ʹsınθəsıs];синтез;noun
systematic;[,sistə'mætik(əl)];систематический;adjective
tackle;[ʹtæk(ə)l];снасть;noun
tactic;[ʹtæktık];тактика;noun
tactical;[ʹtæktık(ə)l];тактический;adjective
taxpayer;[ʹtæks͵peıə];налогоплательщик;noun
tempt;[tempt];искушать;verb
tenant;[ʹtenənt];арендатор;noun
tender;[ʹtendə];нежный;adjective
tenure;[ʹtenj(ʋ)ə];пребывание;noun
terminal;[ʹtɜ:mın(ə)l];терминальный;adjective
terminate;[ʹtɜ:mınıt];прекратить;verb
terrain;[təʹreın];местность;noun
terrific;[təʹrıfık];потрясающий;adjective
testify;[ʹtestıfaı];свидетельствовать;verb
testimony;[ʹtestımənı];показание;noun
texture;[ʹtekstʃə];текстура;noun
thankfully;[ʹθæŋkf(ə)lı];к счастью;adverb
theatrical;[θıʹætrık(ə)l];театральный;adjective
theology;[θıʹɒlədʒı];теология;noun
theoretical;[θıəʹretık(ə)l];теоретический;adjective
thereafter;[ðe(ə)ʹrɑ:ftə];после этого;adverb
thereby;[ðeəʹbaı];тем самым;adverb
thought-provoking;[θɔ:t]-[prəʹvəʋkıŋ];наводящий на размышления;adjective
thoughtful;[ʹθɔ:tf(ə)l];вдумчивый;adjective
thread;[θred];нить;noun
threshold;[ʹθreʃ(h)əʋld];порог;noun
thrilled;[θrɪld];взволнованный;adjective
thrive;[θraıv];процветать;verb
tide;[taıd];прилив;noun
tighten;[ʹtaıtn];ужесточить;verb
timber;[ʹtımbə];древесина;noun
timely;[ʹtaımlı];своевременный;adjective
tobacco;[təʹbækəʋ];табак;noun
tolerance;[ʹtɒl(ə)rəns];терпимость;noun
tolerate;[ʹtɒləreıt];терпеть;verb
toll;[təʋl];число жертв;noun
top;[tɒp];возглавить;verb
torture;[ʹtɔ:tʃə];пытка;noun
torture;[ʹtɔ:tʃə];пытать;verb
toss;[tɒs];бросить;verb
total;[ʹtəʋtl];составить;verb
toxic;[ʹtɒksık];токсичный;adjective
trace;[treıs];след;noun
trademark;[ʹtreıdmɑ:k];товарный знак;noun
trail;[treıl];след;noun
trail;[treıl];отставать;verb
trailer;[ʹtreılə];трейлер;noun
transaction;[trænʹzækʃ(ə)n];сделка;noun
transcript;[ʹtrænskrıpt];стенограмма;noun
transformation;[͵trænsfəʹmeıʃ(ə)n];трансформация;noun
transit;[ʹtrænsıt];транзит;noun
transmission;[trænzʹmıʃ(ə)n];передача;noun
transparency;[trænʹspærənsı];прозрачность;noun
transparent;[trænʹspærənt];прозрачный;adjective
trauma;[ʹtrɔ:mə];травма;noun
treaty;[ʹtri:tı];договор;noun
tremendous;[trıʹmendəs];огромный;adjective
tribal;[ʹtraıb(ə)l];племенной;adjective
tribunal;[traıʹbju:n(ə)l];трибунал;noun
tribute;[ʹtrıbju:t];дань;noun
trigger;[ʹtrıgə];курок;noun
trio;[ʹtri:əʋ];трио;noun
triumph;[ʹtraıəmf];триумф;noun
trophy;[ʹtrəʋfı];трофей;noun
troubled;[ʹtrʌb(ə)ld];проблемный;adjective
trustee;[trʌʹsti:];попечитель;noun
tuition;[tju:ʹıʃ(ə)n];обучение;noun
turnout;['tə:naut];явка;noun
turnover;[ʹtɜ:nəʋvə];оборот;noun
twist;[twıst];поворот;noun
twist;[twıst];крутить;verb
undergraduate;[ʹʌndə͵grædʒʋıt];студент;noun
underlying;[͵ʌndəʹlaııŋ];основной;adjective
undermine;[͵ʌndəʹmaın];подорвать;verb
undoubtedly;[ʌnʹdaʋtıdlı];несомненно;adverb
unify;[ʹju:nıfaı];объединить;verb
unprecedented;[ʌnʹpresıdentıd];беспрецедентный;adjective
unveil;[͵ʌnʹveıl];представить;verb
upcoming;[ʹʌp͵kʌmıŋ];предстоящий;adjective
upgrade;[ʹʌpgreıd];обновление;noun
upgrade;[ʹʌpgreıd];обновить;verb
uphold;[ʌpʹhəʋld];поддерживать;verb
utility;[ju:ʹtılıtı];полезность;noun
utilize;[ʹju:tılaız];использовать;verb
utterly;[ʹʌtəlı];совершенно;adverb
vacuum;[ʹvækjʋ(ə)m];вакуум;noun
vague;[veıg];расплывчатый;adjective
validity;[vəʹlıdıtı];действительность;noun
vanish;[ʹvænıʃ];исчезнуть;verb
variable;[ʹve(ə)rıəb(ə)l];переменный;adjective
variable;[ʹve(ə)rıəb(ə)l];переменная;noun
varied;[ʹve(ə)rıd];разнообразный;adjective
vein;[veın];вена;noun
venture;[ʹventʃə];предприятие;noun
venture;[ʹventʃə];отправиться;verb
verbal;[ʹvɜ:b(ə)l];словесный;adjective
verdict;[ʹvɜ:dıkt];вердикт;noun
verify;[ʹverıfaı];проверить;verb
verse;[vɜ:s];стих;noun
versus;[ʹvɜ:səs];против;preposition
vessel;[ʹves(ə)l];судно;noun
veteran;[ʹvet(ə)rən];ветеран;noun
viable;[ʹvaıəb(ə)l];жизнеспособный;adjective
vibrant;[ʹvaıbrənt];яркий;adjective
vice;[vaıs];заместитель;noun
vicious;[ʹvıʃəs];порочный;adjective
villager;[ʹvılıdʒə];крестьянин;noun
violate;[ʹvaıəleıt];нарушать;verb
violation;[͵vaıəʹleıʃ(ə)n];нарушение;noun
virtue;[ʹvɜ:tʃu:];добродетель;noun
vocal;[ʹvəʋk(ə)l];вокальный;adjective
vow;[vaʋ];поклясться;verb
vulnerability;[͵vʌln(ə)rəʹbılıtı];уязвимость;noun
vulnerable;[ʹvʌln(ə)rəb(ə)l];уязвимый;adjective
ward;[wɔ:d];палата;noun
warehouse;[ʹweəhaʋs];склад;noun
warfare;[ʹwɔ:feə];война;noun
warrant;[ʹwɒrənt];ордер;noun
warrant;[ʹwɒrənt];гарантировать;verb
warrior;[ʹwɒrıə];воин;noun
weaken;[ʹwi:kən];ослабить;verb
weave;[wi:v];плести;verb
weed;[wi:d];сорняк;noun
well;[wel];скважина;noun
well-being;[wel]-[ʹbi:ıŋ];благополучие;noun
whatever;[wɒʹtevə];независимо от;adverb
whatsoever;[͵wɒtsəʋʹevə];вообще;adverb
whereby;[weəʹbaı];посредством чего;adverb
whilst;[waılst];в то время как;conjunction
whip;[wıp];взбить;verb
wholly;[ʹhəʋllı];полностью;adverb
widen;[ʹwaıdn];расширить;verb
widow;[ʹwıdəʋ];вдова;noun
width;[wıdθ];ширина;noun
willingness;[ʹwılıŋnıs];готовность;noun
wipe;[waıp];стереть;verb
wit;[wıt];остроумие;noun
withdrawal;[wıðʹdrɔ:əl];вывод;noun
workout;[ʹwɜ:kaʋt];тренировка;noun
worship;[ʹwɜ:ʃıp];поклонение;noun
worship;[ʹwɜ:ʃıp];поклоняться;verb
worthwhile;[͵wɜ:θʹwaıl];стоящий;adjective
worthy;[ʹwɜ:ðı];достойный;adjective
yell;[jel];кричать;verb
yield;[ji:ld];доходность;noun
yield;[ji:ld];дать;verb
youngster;[ʹjʌŋstə];ребенок;noun
