word;lvl;transcription;class
debate;b2;[dıʹbeıt];verb
debris;c1;[ʹde(ı)bri:];noun
debt;b2;[det];noun
debut;c1;[ʹdeıb(j)u:];noun
decade;b1;[ʹdekeıd];noun
december;a1;[dıʹsembə];noun
decent;b2;[ʹdi:s(ə)nt];adjective
decide;a1;[dıʹsaıd];verb
decision;a2;[dıʹsıʒ(ə)n];noun
decision-making;c1;[dıʹsıʒ(ə)n]-[ʹmeıkıŋ];noun
decisive;c1;[dıʹsaısıv];adjective
deck;b2;[dek];noun
declaration;c1;[͵dekləʹreıʃ(ə)n];noun
declare;b2;[dıʹkleə];verb
decline;b2;[dıʹklaın];noun
decline;b2;[dıʹklaın];verb
decorate;b1;[ʹdekəreıt];verb
decoration;b2;[͵dekəʹreıʃ(ə)n];noun
decrease;b2;[ʹdi:kri:s];noun
decrease;b2;[ʹdi:kri:s];verb
dedicated;c1;[ʹdedıkeıtıd];adjective
dedication;c1;[dedıʹkeıʃ(ə)n];noun
deed;c1;[di:d];noun
deem;c1;[di:m];verb
deep;a2;[di:p];adjective
deep;b1;[di:p];adverb
deeply;b2;[ʹdi:plı];adverb
default;c1;[dıʹfɔ:lt];noun
defeat;b2;[dıʹfi:t];noun
defeat;b2;[dıʹfi:t];verb
defect;c1;[dıʹfekt];noun
defence;b2;[dıʹfens];noun
defend;b2;[dıʹfend];verb
defender;b2;[dıʹfendə];noun
defensive;c1;[dıʹfensıv];adjective
deficiency;c1;[dıʹfıʃ(ə)nsı];noun
deficit;c1;[ʹdefısıt];noun
define;b1;[dıʹfaın];verb
definite;b1;[ʹdefınıt];adjective
definitely;a2;[ʹdefınıtlı];adverb
definition;b1;[͵defıʹnıʃ(ə)n];noun
defy;c1;[dıʹfaı];verb
degree;a2;[dıʹgri:];noun
delay;b2;[dıʹleı];noun
delay;b2;[dıʹleı];verb
delegate;c1;[ʹdelıgıt];noun
delegation;c1;[͵delıʹgeıʃ(ə)n];noun
delete;b2;[dıʹli:t];verb
deliberate;b2;[dıʹlıb(ə)rıt];adjective
deliberately;b2;[dıʹlıb(ə)rıtlı];adverb
delicate;c1;[ʹdelıkıt];adjective
delicious;a1;[dıʹlıʃəs];adjective
delight;b2;[dıʹlaıt];noun
delight;b2;[dıʹlaıt];verb
delighted;b2;[dıʹlaıtıd];adjective
deliver;b1;[dıʹlıvə];verb
delivery;b2;[dıʹlıv(ə)rı];noun
demand;b2;[dıʹmɑ:nd];noun
demand;b2;[dıʹmɑ:nd];verb
democracy;b2;[dıʹmɒkrəsı];noun
democratic;b2;[͵deməʹkrætık];adjective
demon;c1;[ʹdi:mən];noun
demonstrate;b2;[ʹdemənstreıt];verb
demonstration;b2;[͵demənʹstreıʃ(ə)n];noun
denial;c1;[dıʹnaı(ə)l];noun
denounce;c1;[dıʹnaʋns];verb
dense;c1;[dens];adjective
density;c1;[ʹdensıtı];noun
dentist;a2;[ʹdentıst];noun
deny;b2;[dıʹnaı];verb
depart;b2;[di:ʹpɑ:t];verb
department;a2;[dıʹpɑ:tmənt];noun
departure;b1;[dıʹpɑ:tʃə];noun
depend;a2;[dıʹpend];verb
dependence;c1;[dıʹpendəns];noun
dependent;b2;[dıʹpendənt];adjective
depict;c1;[dıʹpıkt];verb
deploy;c1;[dıʹplɔı];verb
deployment;c1;[dıʹplɔımənt];noun
deposit;b2;[dıʹpɒzıt];noun
deposit;c1;[dıʹpɒzıt];verb
depressed;b2;[dıʹprest];adjective
depressing;b2;[dıʹpresıŋ];adjective
depression;b2;[dıʹpreʃ(ə)n];noun
deprive;c1;[dıʹpraıv];verb
depth;b2;[depθ];noun
deputy;c1;[ʹdepjʋtı];noun
derive;b2;[dıʹraıv];verb
descend;c1;[dıʹsend];verb
descent;c1;[dıʹsent];noun
describe;a1;[dısʹkraıb];verb
description;a1;[dısʹkrıpʃ(ə)n];noun
desert;a2;[ʹdezət];noun
desert;b2;[ʹdezət];verb
deserve;b2;[dıʹzɜ:v];verb
design;a1;[dıʹzaın];noun
design;a1;[dıʹzaın];verb
designate;c1;[ʹdezıgnıt];verb
designer;a2;[dıʹzaınə];noun
desirable;c1;[dıʹzaı(ə)rəbl];adjective
desire;b2;[dıʹzaıə];noun
desire;b2;[dıʹzaıə];verb
desk;a1;[desk];noun
desktop;c1;[ʹdesktɒp];noun
desperate;b2;[ʹdesp(ə)rıt];adjective
desperately;b2;[ʹdesp(ə)rıtlı];adverb
despite;b1;[dısʹpaıt];preposition
destination;b1;[͵destıʹneıʃ(ə)n];noun
destroy;a2;[dısʹtrɔı];verb
destruction;b2;[dısʹtrʌkʃ(ə)n];noun
destructive;c1;[dısʹtrʌktıv];adjective
detail;a1;[ʹdi:teıl];noun
detail;b2;[ʹdi:teıl];verb
detailed;b2;[ʹdi:teıld];adjective
detain;c1;[dıʹteın];verb
detect;b2;[dıʹtekt];verb
detection;c1;[dıʹtekʃ(ə)n];noun
detective;a2;[dıʹtektıv];noun
detention;c1;[dıʹtent(ə)n];noun
deteriorate;c1;[dıʹtıərıəreıt];verb
determination;b2;[dı͵tɜ:mıʹneıʃ(ə)n];noun
determine;b1;[dıʹtɜ:mın];verb
determined;b1;[dıʹtɜ:mınd];adjective
devastate;c1;[ʹdevəsteıt];verb
develop;a2;[dıʹveləp];verb
development;b1;[dıʹveləpmənt];noun
device;a2;[dıʹvaıs];noun
devil;c1;[ʹdevl];noun
devise;c1;[dıʹvaız];verb
devote;b2;[dıʹvəʋt];verb
diagnose;c1;[ʹdaıəgnəʋz];verb
diagnosis;c1;[͵daıəgʹnəʋsıs];noun
diagram;b1;[ʹdaıəgræm];noun
dialogue;a1;[ʹdaıəlɒg];noun
diamond;b1;[ʹdaıəmənd];noun
diary;a2;[ʹdaıərı];noun
dictate;c1;[ʹdıkteıt];verb
dictator;c1;[dıkʹteıtə];noun
dictionary;a1;[ʹdıkʃ(ə)n(ə)rı];noun
die;a1;[daı];verb
diet;a1;[ʹdaıət];noun
differ;b2;[ʹdıfə];verb
difference;a1;[ʹdıf(ə)rəns];noun
different;a1;[ʹdıf(ə)rənt];adjective
differentiate;c1;[͵dıfəʹrenʃıeıt];verb
differently;a2;[ʹdıf(ə)rəntlı];adverb
difficult;a1;[ʹdıfık(ə)lt];adjective
difficulty;b1;[ʹdıfık(ə)ltı];noun
dig;b2;[dıg];verb
digital;a2;[ʹdıdʒıt(ə)l];adjective
dignity;c1;[ʹdıgnıtı];noun
dilemma;c1;[d(a)ıʹlemə];noun
dimension;c1;[d(a)ıʹmenʃ(ə)n];noun
diminish;c1;[dıʹmınıʃ];verb
dinner;a1;[ʹdınə];noun
dip;c1;[dıp];verb
diplomat;c1;[ʹdıpləmæt];noun
diplomatic;c1;[͵dıpləʹmætık];adjective
direct;a2;[d(a)ıʹrekt];adjective
direct;b1;[d(a)ıʹrekt];adverb
direct;b1;[d(a)ıʹrekt];verb
direction;a2;[d(a)ıʹrekʃ(ə)n];noun
directly;b1;[d(a)ıʹrektlı];adverb
director;a2;[d(a)ıʹrektə];noun
directory;c1;[d(a)ıʹrekt(ə)rı];noun
dirt;b1;[dɜ:t];noun
dirty;a1;[ʹdɜ:tı];adjective
disability;b2;[͵dısəʹbılıtı];noun
disabled;b2;[dısʹeıbld];adjective
disadvantage;b1;[͵dısədʹvɑ:ntıdʒ];noun
disagree;a2;[͵dısəʹgri:];verb
disagreement;b2;[͵dısəʹgri:mənt];noun
disappear;a2;[͵dısəʹpıə];verb
disappoint;b2;[͵dısəʹpɔınt];verb
disappointed;b1;[͵dısəʹpɔıntıd];adjective
disappointing;b1;[͵dısəʹpɔıntıŋ];adjective
disappointment;b2;[͵dısəʹpɔıntmənt];noun
disaster;a2;[dıʹzɑ:stə];noun
disastrous;c1;[dıʹzɑ:strəs];adjective
disc;b2;[dısk];noun
discard;c1;[ʹdıskɑ:d];verb
discharge;c1;[dısʹtʃɑ:dʒ];verb
discipline;b2;[ʹdısıplın];noun
disclose;c1;[dısʹkləʋz];verb
disclosure;c1;[dısʹkləʋʒə];noun
discount;b1;[ʹdıskaʋnt];noun
discount;b2;[ʹdıskaʋnt];verb
discourage;b2;[dısʹkʌrıdʒ];verb
discourse;c1;[ʹdıskɔ:s];noun
discover;a2;[dısʹkʌvə];verb
discovery;a2;[dısʹkʌv(ə)rı];noun
discretion;c1;[dısʹkreʃ(ə)n];noun
discrimination;c1;[dıs͵krımıʹneıʃ(ə)n];noun
discuss;a1;[dısʹkʌs];verb
discussion;a2;[dısʹkʌʃ(ə)n];noun
disease;a2;[dıʹzi:z];noun
dish;a1;[dıʃ];noun
dishonest;b2;[dısʹɒnıst];adjective
disk;b2;[dısk];noun
dislike;b1;[dısʹlaık];noun
dislike;b1;[dısʹlaık];verb
dismiss;b2;[dısʹmıs];verb
dismissal;c1;[dısʹmıs(ə)l];noun
disorder;b2;[dısʹɔ:də];noun
displace;c1;[dısʹpleıs];verb
display;b2;[dısʹpleı];noun
display;b2;[dısʹpleı];verb
disposal;c1;[dısʹpəʋz(ə)l];noun
dispose;c1;[dısʹpəʋz];verb
dispute;c1;[(ʹ)dısʹpju:t];noun
dispute;c1;[(ʹ)dısʹpju:t];verb
disrupt;c1;[dısʹrʌpt];verb
disruption;c1;[dısʹrʌpʃ(ə)n];noun
dissolve;c1;[dıʹzɒlv];verb
distance;a2;[ʹdıst(ə)ns];noun
distant;b2;[ʹdıst(ə)nt];adjective
distinct;b2;[dısʹtıŋ(k)t];adjective
distinction;c1;[dısʹtıŋ(k)ʃ(ə)n];noun
distinctive;c1;[dısʹtıŋ(k)tıv];adjective
distinguish;b2;[dısʹtıŋgwıʃ];verb
distort;c1;[dısʹtɔ:t];verb
distract;b2;[dısʹtrækt];verb
distress;c1;[dısʹtres];noun
distress;c1;[dısʹtres];verb
distribute;b2;[dısʹtrıbju(:)t];verb
distribution;b2;[͵dıstrıʹbju:ʃ(ə)n];noun
district;b2;[ʹdıstrıkt];noun
disturb;b2;[dısʹtɜ:b];verb
disturbing;c1;[dısʹtɜ:bıŋ];adjective
dive;b2;[daıv];noun
dive;b2;[daıv];verb
diverse;b2;[daıʹvɜ:s];adjective
diversity;b2;[daıʹvɜ:sıtı];noun
divert;c1;[daıʹvɜ:t];verb
divide;b2;[dıʹvaıd];noun
divide;b1;[dıʹvaıd];verb
divine;c1;[dıʹvaın];adjective
division;b2;[dıʹvıʒ(ə)n];noun
divorce;b2;[dıʹvɔ:s];noun
divorce;b2;[dıʹvɔ:s];verb
divorced;a2;[dɪʹvɔːst];adjective
do;a1;[du:];verb
do;a1;[du:];auxiliary verb
doctor;a1;[ʹdɒktə];noun
doctrine;c1;[ʹdɒktrın];noun
document;a2;[ʹdɒkjʋmənt];noun
document;b2;[ʹdɒkjʋmənt];verb
documentary;b1;[͵dɒkjʋʹment(ə)rı];noun
documentation;c1;[͵dɒkjʋmenʹteıʃ(ə)n];noun
dog;a1;[dɒg];noun
dollar;a1;[ʹdɒlə];noun
domain;c1;[dəʹmeın];noun
domestic;b2;[dəʹmestık];adjective
dominance;c1;[ʹdɒmınəns];noun
dominant;b2;[ʹdɒmınənt];adjective
dominate;b2;[ʹdɒmıneıt];verb
donate;b1;[də(ʋ)ʹneıt];verb
donation;b2;[də(ʋ)ʹneıʃ(ə)n];noun
donor;c1;[ʹdəʋnə];noun
door;a1;[dɔ:];noun
dose;c1;[dəʋs];noun
dot;b2;[dɒt];noun
double;a2;[ʹdʌbl];adjective
double;b1;[ʹdʌbl];adverb
double;a2;[ʹdʌbl];determiner
double;a2;[ʹdʌbl];pronoun
double;a2;[ʹdʌbl];verb
doubt;b1;[daʋt];noun
doubt;b1;[daʋt];verb
down;a1;[daʋn];adverb
down;a1;[daʋn];preposition
download;a2;[ʹdaʋn͵ləʋd];noun
download;a2;[ʹdaʋn͵ləʋd];verb
downstairs;a2;[͵daʋnʹsteəz];adjective
downstairs;a1;[͵daʋnʹsteəz];adverb
downtown;b2;[ʹdaʋntaʋn];adjective
downtown;b2;[ʹdaʋntaʋn];adverb
downtown;b2;[ʹdaʋntaʋn];noun
downwards;b2;[ʹdaʋnwədz];adverb
dozen;b2;[ʹdʌz(ə)n];determiner
dozen;b2;[ʹdʌz(ə)n];noun
draft;b2;[drɑ:ft];noun
draft;b2;[drɑ:ft];verb
drag;b2;[dræg];verb
drain;c1;[dreın];verb
drama;a2;[ʹdrɑ:mə];noun
dramatic;b2;[drəʹmætık];adjective
dramatically;b2;[drəʹmætık(ə)lı];adverb
draw;a1;[drɔ:];verb
drawing;a2;[ʹdrɔ:ıŋ];noun
dream;a2;[dri:m];noun
dream;a2;[dri:m];verb
dress;a1;[dres];noun
dress;a1;[dres];verb
dressed;b1;[drest];adjective
drift;c1;[drıft];verb
drink;a1;[drıŋk];noun
drink;a1;[drıŋk];verb
drive;a2;[draıv];noun
drive;a1;[draıv];verb
driver;a1;[ʹdraıvə];noun
driving;c1;[ʹdraıvıŋ];adjective
driving;a2;[ʹdraıvıŋ];noun
drop;b1;[drɒp];noun
drop;a2;[drɒp];verb
drought;b2;[draʋt];noun
drown;c1;[draʋn];verb
drug;a2;[drʌg];noun
drum;b1;[drʌm];noun
drunk;b1;[drʌŋk];adjective
dry;a2;[draı];adjective
dry;a2;[draı];verb
dual;c1;[ʹdju(:)əl];adjective
dub;c1;[dʌb];verb
due;b1;[dju:];adjective
dull;b2;[dʌl];adjective
dumb;c1;[dʌm];adjective
dump;b2;[dʌmp];verb
duo;c1;[ʹdju(:)əʋ];noun
duration;b2;[djʋ(ə)ʹreıʃ(ə)n];noun
during;a1;[ʹdjʋərıŋ];preposition
dust;b1;[dʌst];noun
duty;b1;[ʹdju:tı];noun
dvd;a1;[diːviːdiː];noun
dynamic;b2;[daıʹnæmık];adjective
dynamic;c1;[daıʹnæmık];noun
each;a1;[i:tʃ];adverb
each;a1;[i:tʃ];determiner
each;a1;[i:tʃ];pronoun
eager;c1;[ʹi:gə];adjective
ear;a1;[ıə];noun
early;a1;[ʹɜ:lı];adjective
early;a1;[ʹɜ:lı];adverb
earn;a2;[ɜ:n];verb
earnings;c1;[ʹɜ:nıŋz];noun
earth;a2;[ɜ:θ];noun
earthquake;b1;[ʹɜ:θkweık];noun
ease;c1;[i:z];noun
ease;c1;[i:z];verb
easily;a2;[ʹi:zılı];adverb
east;a1;[i:st];adjective
east;a1;[i:st];adverb
east;a1;[i:st];noun
eastern;b1;[ʹi:stən];adjective
easy;a1;[ʹi:zı];adjective
eat;a1;[i:t];verb
echo;c1;[ʹekəʋ];noun
echo;c1;[ʹekəʋ];verb
ecological;c1;[͵i:kəʹlɒdʒık(ə)l];adjective
economic;b1;[͵ekəʹnɒmık];adjective
economics;b2;[͵ekəʹnɒmıks];noun
economist;b2;[ıʹkɒnəmıst];noun
economy;b1;[ıʹkɒnəmı];noun
edge;b1;[edʒ];noun
edit;b2;[ʹedıt];verb
edition;b2;[ıʹdıʃ(ə)n];noun
editor;b1;[ʹedıtə];noun
editorial;b2;[͵edıʹtɔ:rıəl];adjective
educate;b1;[ʹedjʋkeıt];verb
educated;b1;[ʹedjʋkeıtıd];adjective
education;a2;[͵edjʋʹkeıʃ(ə)n];noun
educational;b1;[͵edjʋʹkeıʃ(ə)nəl];adjective
educator;c1;[ʹedjʋkeıtə];noun
effect;a2;[ıʹfekt];noun
effective;b1;[ıʹfektıv];adjective
effectively;b1;[i'fektivli];adverb
effectiveness;c1;[ıʹfektıvnıs];noun
efficiency;c1;[ıʹfıʃ(ə)nsı];noun
efficient;b2;[ıʹfıʃ(ə)nt];adjective
efficiently;b2;[i'fiʃ(ə)ntli];adverb
effort;b1;[ʹefət];noun
egg;a1;[eg];noun
ego;c1;[ʹi:gəʋ];noun
eight;a1;[eıt];number
eighteen;a1;[eıʹti:n];number
eighty;a1;[ʹeıtı];number
either;a2;[ʹaıðə];adverb
either;a2;[ʹaıðə];determiner
either;a2;[ʹaıðə];pronoun
elaborate;c1;[ıʹlæb(ə)rət];adjective
elbow;b2;[ʹelbəʋ];noun
elderly;b2;[ʹeldəlı];adjective
elect;b2;[ıʹlekt];verb
election;b1;[ıʹlekʃ(ə)n];noun
electoral;c1;[ıʹlekt(ə)rəl];adjective
electric;a2;[ıʹlektrık];adjective
electrical;a2;[ıʹlektrık(ə)l];adjective
electricity;a2;[ı͵lekʹtrısıtı];noun
electronic;a2;[ı͵lekʹtrɒnık];adjective
electronics;b2;[ı͵lekʹtrɒnıks];noun
elegant;b2;[ʹelıgənt];adjective
element;b1;[ʹelımənt];noun
elementary;b2;[͵elıʹment(ə)rı];adjective
elephant;a1;[ʹelıfənt];noun
elevate;c1;[ʹelıveıt];verb
eleven;a1;[ıʹlev(ə)n];number
eligible;c1;[ʹelıdʒəb(ə)l];adjective
eliminate;b2;[ıʹlımıneıt];verb
elite;c1;[eıʹli:t];noun
else;a1;[els];adverb
elsewhere;b2;[(ʹ)elsʹweə];adverb
email;a1;['i:meil];noun
email;a1;['i:meil];verb
embark;c1;[ımʹbɑ:k];verb
embarrassed;b1;[im'bærəst];adjective
embarrassing;b1;[ımʹbærəsıŋ];adjective
embarrassment;c1;[ımʹbærəsmənt];noun
embassy;c1;[ʹembəsı];noun
embed;c1;[ımʹbed];verb
embody;c1;[ımʹbɒdı];verb
embrace;b2;[ımʹbreıs];verb
emerge;b2;[ıʹmɜ:dʒ];verb
emergence;c1;[ıʹmɜ:dʒ(ə)ns];noun
emergency;b1;[ıʹmɜ:dʒ(ə)nsı];noun
emission;b2;[ıʹmıʃ(ə)n];noun
emotion;b1;[ıʹməʋʃ(ə)n];noun
emotional;b2;[ıʹməʋʃ(ə)nəl];adjective
emotionally;b2;[ıʹməʋʃ(ə)nəlı];adverb
emphasis;b2;[ʹemfəsıs];noun
emphasize;b2;[ʹemfəsaız];verb
empire;b2;[ʹempaıə];noun
empirical;c1;[ımʹpırık(ə)l];adjective
employ;a2;[ımʹplɔı];verb
employee;a2;[͵emplɔıʹi:];noun
employer;a2;[ımʹplɔıə];noun
employment;b1;[ımʹplɔımənt];noun
empower;c1;[ımʹpaʋə];verb
empty;a2;[ʹemptı];adjective
empty;b1;[ʹemptı];verb
enable;b2;[ıʹneıb(ə)l];verb
enact;c1;[ıʹnækt];verb
encompass;c1;[ınʹkʌmpəs];verb
encounter;b2;[ınʹkaʋntə];noun
encounter;b2;[ınʹkaʋntə];verb
encourage;b1;[ınʹkʌrıdʒ];verb
encouragement;c1;[ınʹkʌrıdʒmənt];noun
encouraging;c1;[ınʹkʌrıdʒıŋ];adjective
end;a1;[end];noun
end;a1;[end];verb
endeavour;c1;[ınʹdevə];noun
ending;a2;[ʹendıŋ];noun
endless;c1;[ʹendlıs];adjective
endorse;c1;[ınʹdɔ:s];verb
endorsement;c1;[ınʹdɔ:smənt];noun
endure;c1;[ınʹdjʋə];verb
enemy;b1;[ʹenəmı];noun
energy;a2;[ʹenədʒı];noun
enforce;c1;[ınʹfɔ:s];verb
enforcement;c1;[ınʹfɔ:smənt];noun
engage;b2;[ınʹgeıdʒ];verb
engaged;b1;[ınʹgeıdʒd];adjective
engagement;c1;[ınʹgeıdʒmənt];noun
engaging;c1;[ınʹgeıdʒıŋ];adjective
engine;a2;[ʹendʒın];noun
engineer;a2;[͵endʒıʹnıə];noun
engineering;b1;[͵endʒıʹnı(ə)rıŋ];noun
enhance;b2;[ınʹhɑ:ns];verb
enjoy;a1;[ınʹdʒɔı];verb
enjoyable;b2;[ınʹdʒɔıəb(ə)l];adjective
enormous;a2;[ıʹnɔ:məs];adjective
enough;a1;[ıʹnʌf];adverb
enough;a1;[ıʹnʌf];determiner
enough;a1;[ıʹnʌf];pronoun
enquire;c1;[ınʹkwaıə];verb
enquiry;b2;[ınʹkwaıə];noun
enrich;c1;[ınʹrıtʃ];verb
enrol;c1;[in'rəul];verb
ensue;c1;[ınʹsju:];verb
ensure;b2;[ınʹʃʋə];verb
enter;a2;[ʹentə];verb
enterprise;c1;[ʹentəpraız];noun
entertain;b1;[͵entəʹteın];verb
entertaining;b2;[͵entəʹteınıŋ];adjective
entertainment;b1;[͵entəʹteınmənt];noun
enthusiasm;b2;[ınʹtju:zıæz(ə)m];noun
enthusiast;c1;[ınʹθju:zıæst];noun
enthusiastic;b2;[ın͵θju:zıʹæstık];adjective
entire;b2;[ınʹtaıə];adjective
entirely;b2;[ınʹtaıəlı];adverb
entitle;c1;[ınʹtaıtl];verb
entity;c1;[ʹentıtı];noun
entrance;b1;[ʹentrəns];noun
entrepreneur;b2;[͵ɒntrəprəʹnɜ:];noun
entry;b1;[ʹentrı];noun
envelope;b2;[ʹenvələʋp];noun
environment;a2;[ınʹvaı(ə)rənmənt];noun
environmental;b1;[ın͵vaı(ə)rənʹmentl];adjective
epidemic;c1;[͵epıʹdemık];noun
episode;b1;[ʹepısəʋd];noun
equal;b1;[ʹi:kwəl];adjective
equal;b2;[ʹi:kwəl];noun
equal;b1;[ʹi:kwəl];verb
equality;c1;[ıʹkwɒlıtı];noun
equally;b1;[ʹi:kwəlı];adverb
equation;c1;[ıʹkweıʒ(ə)n];noun
equip;b2;[ıʹkwıp];verb
equipment;a2;[ıʹkwıpmənt];noun
equivalent;b2;[ıʹkwıv(ə)lənt];adjective
equivalent;b2;[ıʹkwıv(ə)lənt];noun
era;b2;[ʹı(ə)rə];noun
erect;c1;[ıʹrekt];verb
error;a2;[ʹerə];noun
erupt;b2;[ıʹrʌpt];verb
escalate;c1;[ʹeskəleıt];verb
escape;b1;[ıʹskeıp];noun
escape;b1;[ıʹskeıp];verb
especially;a2;[ıʹspeʃ(ə)lı];adverb
essay;a2;[ʹeseı];noun
essence;c1;[ʹes(ə)ns];noun
essential;b1;[ıʹsenʃ(ə)l];adjective
essentially;b2;[ıʹsenʃ(ə)lı];adverb
establish;b2;[ıʹstæblıʃ];verb
establishment;c1;[ıʹstæblıʃmənt];noun
estate;b2;[ıʹsteıt];noun
estimate;b2;[ʹestımıt];noun
estimate;b2;[ʹestımıt];verb
eternal;c1;[ıʹtɜ:n(ə)l];adjective
ethic;b2;[ʹeθık];noun
ethical;b2;[ʹeθık(ə)l];adjective
ethnic;b2;[ʹeθnık];adjective
euro;a1;[ʹjʋ(ə)rə(ʋ)];noun
evacuate;c1;[ıʹvækjʋeıt];verb
evaluate;b2;[ıʹvæljʋeıt];verb
evaluation;b2;[ı͵væljʋʹeıʃ(ə)n];noun
even;b2;[ʹi:v(ə)n];adjective
even;a1;[ʹi:v(ə)n];adverb
evening;a1;[ʹi:vnıŋ];noun
event;a1;[ıʹvent];noun
eventually;b1;[ıʹventʃʋ(ə)lı];adverb
ever;a1;[ʹevə];adverb
every;a1;[ʹevrı];determiner
everybody;a1;[ʹevrıbɒdı];pronoun
everyday;a2;[ʹevrıdeı];adjective
everyone;a1;[ʹevrıwʌn];pronoun
everything;a1;[ʹevrıθıŋ];pronoun
everywhere;a2;[ʹevrıweə];adverb
evidence;a2;[ʹevıd(ə)ns];noun
evident;b2;[ʹevıd(ə)nt];adjective
evil;b2;[ʹi:v(ə)l];adjective
evil;b2;[ʹi:v(ə)l];noun
evoke;c1;[ıʹvəʋk];verb
evolution;b2;[͵i:vəʹlu:ʃ(ə)n];noun
evolutionary;c1;[͵i:vəʹlu:ʃən(ə)rı];adjective
evolve;b2;[ıʹvɒlv];verb
exact;a2;[ıgʹzækt];adjective
exactly;a2;[ıgʹzæktlı];adverb
exaggerate;c1;[ıgʹzædʒəreıt];verb
exam;a1;[ıgʹzæm];noun
examination;b2;[ıg͵zæmıʹneıʃ(ə)n];noun
examine;b1;[ıgʹzæmın];verb
example;a1;[ıgʹzɑ:mp(ə)l];noun
exceed;b2;[ıkʹsi:d];verb
excellence;c1;[ʹeks(ə)ləns];noun
excellent;a2;[ʹeks(ə)lənt];adjective
except;b1;[ıkʹsept];conjunction
except;a2;[ıkʹsept];preposition
exception;b2;[ıkʹsepʃ(ə)n];noun
exceptional;c1;[ıkʹsepʃ(ə)nəl];adjective
excess;c1;[ıkʹses];adjective
excess;c1;[ıkʹses];noun
excessive;b2;[ıkʹsesıv];adjective
exchange;b1;[ıksʹtʃeındʒ];noun
exchange;b1;[ıksʹtʃeındʒ];verb
excited;a1;[ıkʹsaıtıd];adjective
excitement;b1;[ıkʹsaıtmənt];noun
exciting;a1;[ıkʹsaıtıŋ];adjective
exclude;b2;[ıkʹsklu:d];verb
exclusion;c1;[ıkʹsklu:ʒ(ə)n];noun
exclusive;c1;[ıkʹsklu:sıv];adjective
exclusively;c1;[ıkʹsklu:sıvlı];adverb
excuse;b2;[ıkʹskju:s];noun
excuse;b2;[ıkʹskju:s];verb
execute;c1;[ʹeksıkju:t];verb
execution;c1;[͵eksıʹkju:ʃ(ə)n];noun
executive;b2;[ıgʹzekjʋtıv];adjective
executive;b2;[ıgʹzekjʋtıv];noun
exercise;a1;[ʹeksəsaız];noun
exercise;a1;[ʹeksəsaız];verb
exert;c1;[ıgʹzɜ:t];verb
exhibit;b2;[ıgʹzıbıt];noun
exhibit;b2;[ıgʹzıbıt];verb
exhibition;b1;[͵eksıʹbıʃ(ə)n];noun
exile;c1;[ʹeksaıl];noun
exist;a2;[ıgʹzıst];verb
existence;b2;[ıgʹzıst(ə)ns];noun
exit;b2;[ʹegzıt];noun
exit;c1;[ʹegzıt];verb
exotic;b2;[ıgʹzɒtık];adjective
expand;b1;[ıkʹspænd];verb
expansion;b2;[ıkʹspænʃ(ə)n];noun
expect;a2;[ıkʹspekt];verb
expectation;b2;[͵ekspekʹteıʃ(ə)n];noun
expected;b1;[ıkʹspektıd];adjective
expedition;b1;[͵ekspıʹdıʃ(ə)n];noun
expenditure;c1;[ıkʹspendıtʃə];noun
expense;b2;[ıkʹspens];noun
expensive;a1;[ıkʹspensıv];adjective
experience;a2;[ıkʹspı(ə)rıəns];noun
experience;b1;[ıkʹspı(ə)rıəns];verb
experienced;b1;[ıkʹspı(ə)rıənst];adjective
experiment;a2;[ıkʹsperımənt];noun
experiment;b1;[ıkʹsperımənt];verb
experimental;c1;[ık͵sperıʹmentl];adjective
expert;a2;[ʹekspɜ:t];adjective
expert;a2;[ʹekspɜ:t];noun
expertise;b2;[͵ekspɜ:ʹti:z];noun
expire;c1;[ıkʹspaıə];verb
explain;a1;[ıkʹspleın];verb
explanation;a2;[͵ekspləʹneıʃ(ə)n];noun
explicit;c1;[ıkʹsplısıt];adjective
explicitly;c1;[ıkʹsplısıtlı];adverb
explode;b1;[ıkʹspləʋd];verb
exploit;b2;[ʹeksplɔıt];verb
exploitation;c1;[͵eksplɔıʹteıʃ(ə)n];noun
exploration;b2;[͵ekspləʹreıʃ(ə)n];noun
explore;b1;[ıkʹsplɔ:];verb
explosion;b1;[ıkʹspləʋʒ(ə)n];noun
explosive;c1;[ıkʹspləʋsıv];adjective
explosive;c1;[ıkʹspləʋsıv];noun
export;b1;[ʹekspɔ:t];noun
export;b1;[ʹekspɔ:t];verb
expose;b2;[ıkʹspəʋz];verb
exposure;b2;[ıkʹspəʋʒə];noun
express;a2;[ıkʹspres];verb
expression;a2;[ıkʹspreʃ(ə)n];noun
extend;b2;[ıkʹstend];verb
extension;b2;[ıkʹstenʃ(ə)n];noun
extensive;b2;[ıkʹstensıv];adjective
extensively;b2;[ik'sten(t)sivli];adverb
extent;b2;[ıkʹstent];noun
external;b2;[ıkʹstɜ:n(ə)l];adjective
extra;a1;[ʹekstrə];adjective
extra;b1;[ʹekstrə];adverb
extra;b1;[ʹekstrə];noun
extract;b2;[ʹekstrækt];noun
extract;c1;[ʹekstrækt];verb
extraordinary;b2;[ıkʹstrɔ:d(ə)n(ə)rı];adjective
extreme;a2;[ıkʹstri:m];adjective
extreme;b2;[ıkʹstri:m];noun
extremely;a2;[ıkʹstri:mlı];adverb
extremist;c1;[ıkʹstri:mıst];noun
